,path,emotion
1031,data/training\Actor_15\761_15_02_02_01_kids-talking_negative.wav,negative
1032,data/training\Actor_15\762_15_02_02_01_kids-talking_negative.wav,negative
1033,data/training\Actor_15\763_15_02_02_02_dogs-sitting_negative.wav,negative
1034,data/training\Actor_15\764_15_02_02_02_dogs-sitting_negative.wav,negative
1035,data/training\Actor_15\765_15_02_02_02_kids-talking_negative.wav,negative
1036,data/training\Actor_15\766_15_02_02_02_kids-talking_negative.wav,negative
1037,data/training\Actor_16\03-02-04-01-01-01-16_negative.wav,negative
1038,data/training\Actor_16\03-02-04-01-01-02-16_negative.wav,negative
1039,data/training\Actor_16\03-02-04-01-02-01-16_negative.wav,negative
1040,data/training\Actor_16\03-02-04-01-02-02-16_negative.wav,negative
1041,data/training\Actor_16\03-02-04-02-01-01-16_negative.wav,negative
1042,data/training\Actor_16\03-02-04-02-01-02-16_negative.wav,negative
1043,data/training\Actor_16\03-02-04-02-02-01-16_negative.wav,negative
1044,data/training\Actor_16\03-02-04-02-02-02-16_negative.wav,negative
1045,data/training\Actor_16\03-02-05-01-01-01-16_negative.wav,negative
1046,data/training\Actor_16\03-02-05-01-01-02-16_negative.wav,negative
1047,data/training\Actor_16\03-02-05-01-02-01-16_negative.wav,negative
1048,data/training\Actor_16\03-02-05-01-02-02-16_negative.wav,negative
1049,data/training\Actor_16\03-02-05-02-01-01-16_negative.wav,negative
1050,data/training\Actor_16\03-02-05-02-01-02-16_negative.wav,negative
1051,data/training\Actor_16\03-02-05-02-02-01-16_negative.wav,negative
1052,data/training\Actor_16\03-02-05-02-02-02-16_negative.wav,negative
1053,data/training\Actor_16\03-02-06-01-01-01-16_negative.wav,negative
1054,data/training\Actor_16\03-02-06-01-01-02-16_negative.wav,negative
1055,data/training\Actor_16\03-02-06-01-02-01-16_negative.wav,negative
1056,data/training\Actor_16\03-02-06-01-02-02-16_negative.wav,negative
1057,data/training\Actor_16\03-02-06-02-01-01-16_negative.wav,negative
1058,data/training\Actor_16\03-02-06-02-01-02-16_negative.wav,negative
1059,data/training\Actor_16\03-02-06-02-02-01-16_negative.wav,negative
1060,data/training\Actor_16\03-02-06-02-02-02-16_negative.wav,negative
1061,data/training\Actor_16\16_02_01_01_dogs-sitting_negative.wav,negative
1062,data/training\Actor_16\16_02_01_01_kids-talking_negative.wav,negative
1063,data/training\Actor_16\16_02_01_02_dogs-sitting_negative.wav,negative
1064,data/training\Actor_16\16_02_01_02_kids-talking_negative.wav,negative
1065,data/training\Actor_16\16_02_02_01_dogs-sitting_negative.wav,negative
1066,data/training\Actor_16\16_02_02_01_kids-talking_negative.wav,negative
1067,data/training\Actor_16\16_02_02_02_dogs-sitting_negative.wav,negative
1068,data/training\Actor_16\16_02_02_02_kids-talking_negative.wav,negative
1069,data/training\Actor_16\767_16_02_01_01_dogs-sitting_negative.wav,negative
1070,data/training\Actor_16\768_16_02_01_01_dogs-sitting_negative.wav,negative
1071,data/training\Actor_16\769_16_02_01_01_kids-talking_negative.wav,negative
1072,data/training\Actor_16\770_16_02_01_01_kids-talking_negative.wav,negative
1073,data/training\Actor_16\771_16_02_01_02_dogs-sitting_negative.wav,negative
1074,data/training\Actor_16\772_16_02_01_02_dogs-sitting_negative.wav,negative
1075,data/training\Actor_16\773_16_02_01_02_kids-talking_negative.wav,negative
1076,data/training\Actor_16\774_16_02_01_02_kids-talking_negative.wav,negative
1077,data/training\Actor_16\775_16_02_02_01_dogs-sitting_negative.wav,negative
1078,data/training\Actor_16\776_16_02_02_01_dogs-sitting_negative.wav,negative
1079,data/training\Actor_16\777_16_02_02_01_kids-talking_negative.wav,negative
1080,data/training\Actor_16\778_16_02_02_01_kids-talking_negative.wav,negative
1081,data/training\Actor_16\779_16_02_02_02_dogs-sitting_negative.wav,negative
1082,data/training\Actor_16\780_16_02_02_02_dogs-sitting_negative.wav,negative
1083,data/training\Actor_16\781_16_02_02_02_kids-talking_negative.wav,negative
1084,data/training\Actor_16\782_16_02_02_02_kids-talking_negative.wav,negative
1085,data/training\Actor_17\03-02-04-01-01-01-17_negative.wav,negative
1086,data/training\Actor_17\03-02-04-01-01-02-17_negative.wav,negative
1087,data/training\Actor_17\03-02-04-01-02-01-17_negative.wav,negative
1088,data/training\Actor_17\03-02-04-01-02-02-17_negative.wav,negative
1089,data/training\Actor_17\03-02-04-02-01-01-17_negative.wav,negative
1090,data/training\Actor_17\03-02-04-02-01-02-17_negative.wav,negative
1091,data/training\Actor_17\03-02-04-02-02-01-17_negative.wav,negative
1092,data/training\Actor_17\03-02-04-02-02-02-17_negative.wav,negative
1093,data/training\Actor_17\03-02-05-01-01-01-17_negative.wav,negative
1094,data/training\Actor_17\03-02-05-01-01-02-17_negative.wav,negative
1095,data/training\Actor_17\03-02-05-01-02-01-17_negative.wav,negative
1096,data/training\Actor_17\03-02-05-01-02-02-17_negative.wav,negative
1097,data/training\Actor_17\03-02-05-02-01-01-17_negative.wav,negative
1098,data/training\Actor_17\03-02-05-02-01-02-17_negative.wav,negative
1099,data/training\Actor_17\03-02-05-02-02-01-17_negative.wav,negative
1100,data/training\Actor_17\03-02-05-02-02-02-17_negative.wav,negative
1101,data/training\Actor_17\03-02-06-01-01-01-17_negative.wav,negative
1102,data/training\Actor_17\03-02-06-01-01-02-17_negative.wav,negative
1103,data/training\Actor_17\03-02-06-01-02-01-17_negative.wav,negative
1104,data/training\Actor_17\03-02-06-01-02-02-17_negative.wav,negative
1105,data/training\Actor_17\03-02-06-02-01-01-17_negative.wav,negative
1106,data/training\Actor_17\03-02-06-02-01-02-17_negative.wav,negative
1107,data/training\Actor_17\03-02-06-02-02-01-17_negative.wav,negative
1108,data/training\Actor_17\03-02-06-02-02-02-17_negative.wav,negative
1109,data/training\Actor_17\17_02_01_01_dogs-sitting_negative.wav,negative
1110,data/training\Actor_17\17_02_01_01_kids-talking_negative.wav,negative
1111,data/training\Actor_17\17_02_01_02_dogs-sitting_negative.wav,negative
1112,data/training\Actor_17\17_02_01_02_kids-talking_negative.wav,negative
1113,data/training\Actor_17\17_02_02_01_dogs-sitting_negative.wav,negative
1114,data/training\Actor_17\17_02_02_01_kids-talking_negative.wav,negative
1115,data/training\Actor_17\17_02_02_02_dogs-sitting_negative.wav,negative
1116,data/training\Actor_17\17_02_02_02_kids-talking_negative.wav,negative
1117,data/training\Actor_17\783_17_02_01_01_dogs-sitting_negative.wav,negative
1118,data/training\Actor_17\784_17_02_01_01_dogs-sitting_negative.wav,negative
1119,data/training\Actor_17\785_17_02_01_01_kids-talking_negative.wav,negative
1120,data/training\Actor_17\786_17_02_01_01_kids-talking_negative.wav,negative
1121,data/training\Actor_17\787_17_02_01_02_dogs-sitting_negative.wav,negative
1122,data/training\Actor_17\788_17_02_01_02_dogs-sitting_negative.wav,negative
1123,data/training\Actor_17\789_17_02_01_02_kids-talking_negative.wav,negative
1124,data/training\Actor_17\790_17_02_01_02_kids-talking_negative.wav,negative
1125,data/training\Actor_17\791_17_02_02_01_dogs-sitting_negative.wav,negative
1126,data/training\Actor_17\792_17_02_02_01_dogs-sitting_negative.wav,negative
1127,data/training\Actor_17\793_17_02_02_01_kids-talking_negative.wav,negative
1128,data/training\Actor_17\794_17_02_02_01_kids-talking_negative.wav,negative
1129,data/training\Actor_17\795_17_02_02_02_dogs-sitting_negative.wav,negative
1130,data/training\Actor_17\796_17_02_02_02_dogs-sitting_negative.wav,negative
1131,data/training\Actor_17\797_17_02_02_02_kids-talking_negative.wav,negative
1132,data/training\Actor_17\798_17_02_02_02_kids-talking_negative.wav,negative
1133,data/training\Actor_18\18_01_01_01_dogs-sitting_negative.wav,negative
1134,data/training\Actor_18\18_01_01_01_kids-talking_negative.wav,negative
1135,data/training\Actor_18\18_01_01_02_dogs-sitting_negative.wav,negative
1136,data/training\Actor_18\18_01_01_02_kids-talking_negative.wav,negative
1137,data/training\Actor_18\18_01_02_01_dogs-sitting_negative.wav,negative
1138,data/training\Actor_18\18_01_02_01_kids-talking_negative.wav,negative
1139,data/training\Actor_18\18_01_02_02_dogs-sitting_negative.wav,negative
1140,data/training\Actor_18\18_01_02_02_kids-talking_negative.wav,negative
1141,data/training\Actor_18\799_18_01_01_01_dogs-sitting_negative.wav,negative
1142,data/training\Actor_18\800_18_01_01_01_dogs-sitting_negative.wav,negative
1143,data/training\Actor_18\802_18_01_01_01_dogs-sitting_negative.wav,negative
1144,data/training\Actor_18\803_18_01_01_01_kids-talking_negative.wav,negative
1145,data/training\Actor_18\804_18_01_01_01_kids-talking_negative.wav,negative
1146,data/training\Actor_18\806_18_01_01_01_kids-talking_negative.wav,negative
1147,data/training\Actor_18\807_18_01_01_02_dogs-sitting_negative.wav,negative
1148,data/training\Actor_18\808_18_01_01_02_dogs-sitting_negative.wav,negative
1149,data/training\Actor_18\810_18_01_01_02_dogs-sitting_negative.wav,negative
1150,data/training\Actor_18\812_18_01_01_02_kids-talking_negative.wav,negative
1151,data/training\Actor_18\813_18_01_01_02_kids-talking_negative.wav,negative
1152,data/training\Actor_18\815_18_01_01_02_kids-talking_negative.wav,negative
1153,data/training\Actor_18\817_18_01_02_01_dogs-sitting_negative.wav,negative
1154,data/training\Actor_18\818_18_01_02_01_dogs-sitting_negative.wav,negative
1155,data/training\Actor_18\820_18_01_02_01_dogs-sitting_negative.wav,negative
1156,data/training\Actor_18\821_18_01_02_01_kids-talking_negative.wav,negative
1157,data/training\Actor_18\822_18_01_02_01_kids-talking_negative.wav,negative
1158,data/training\Actor_18\824_18_01_02_01_kids-talking_negative.wav,negative
1159,data/training\Actor_18\826_18_01_02_02_dogs-sitting_negative.wav,negative
1160,data/training\Actor_18\827_18_01_02_02_dogs-sitting_negative.wav,negative
1161,data/training\Actor_18\829_18_01_02_02_dogs-sitting_negative.wav,negative
1162,data/training\Actor_18\832_18_01_02_02_kids-talking_negative.wav,negative
1163,data/training\Actor_18\833_18_01_02_02_kids-talking_negative.wav,negative
1164,data/training\Actor_18\835_18_01_02_02_kids-talking_negative.wav,negative
1165,data/training\Actor_19\03-02-04-01-01-01-19_negative.wav,negative
1166,data/training\Actor_19\03-02-04-01-01-02-19_negative.wav,negative
1167,data/training\Actor_19\03-02-04-01-02-01-19_negative.wav,negative
1168,data/training\Actor_19\03-02-04-01-02-02-19_negative.wav,negative
1169,data/training\Actor_19\03-02-04-02-01-01-19_negative.wav,negative
1170,data/training\Actor_19\03-02-04-02-01-02-19_negative.wav,negative
1171,data/training\Actor_19\03-02-04-02-02-01-19_negative.wav,negative
1172,data/training\Actor_19\03-02-04-02-02-02-19_negative.wav,negative
1173,data/training\Actor_19\03-02-05-01-01-01-19_negative.wav,negative
1174,data/training\Actor_19\03-02-05-01-01-02-19_negative.wav,negative
1175,data/training\Actor_19\03-02-05-01-02-01-19_negative.wav,negative
1176,data/training\Actor_19\03-02-05-01-02-02-19_negative.wav,negative
1177,data/training\Actor_19\03-02-05-02-01-01-19_negative.wav,negative
1178,data/training\Actor_19\03-02-05-02-01-02-19_negative.wav,negative
1179,data/training\Actor_19\03-02-05-02-02-01-19_negative.wav,negative
1180,data/training\Actor_19\03-02-05-02-02-02-19_negative.wav,negative
1181,data/training\Actor_19\03-02-06-01-01-01-19_negative.wav,negative
1182,data/training\Actor_19\03-02-06-01-01-02-19_negative.wav,negative
1183,data/training\Actor_19\03-02-06-01-02-01-19_negative.wav,negative
1184,data/training\Actor_19\03-02-06-01-02-02-19_negative.wav,negative
1185,data/training\Actor_19\03-02-06-02-01-01-19_negative.wav,negative
1186,data/training\Actor_19\03-02-06-02-01-02-19_negative.wav,negative
1187,data/training\Actor_19\03-02-06-02-02-01-19_negative.wav,negative
1188,data/training\Actor_19\03-02-06-02-02-02-19_negative.wav,negative
1189,data/training\Actor_19\19_01_01_01_dogs-sitting_negative.wav,negative
1190,data/training\Actor_19\19_01_01_01_kids-talking_negative.wav,negative
1191,data/training\Actor_19\19_01_01_02_dogs-sitting_negative.wav,negative
1192,data/training\Actor_19\19_01_01_02_kids-talking_negative.wav,negative
1193,data/training\Actor_19\19_01_02_01_dogs-sitting_negative.wav,negative
1194,data/training\Actor_19\19_01_02_01_kids-talking_negative.wav,negative
1195,data/training\Actor_19\19_01_02_02_dogs-sitting_negative.wav,negative
1196,data/training\Actor_19\19_01_02_02_kids-talking_negative.wav,negative
1197,data/training\Actor_19\19_02_01_01_dogs-sitting_negative.wav,negative
1198,data/training\Actor_19\19_02_01_01_kids-talking_negative.wav,negative
1199,data/training\Actor_19\19_02_01_02_dogs-sitting_negative.wav,negative
1200,data/training\Actor_19\19_02_01_02_kids-talking_negative.wav,negative
1201,data/training\Actor_19\19_02_02_01_dogs-sitting_negative.wav,negative
1202,data/training\Actor_19\19_02_02_01_kids-talking_negative.wav,negative
1203,data/training\Actor_19\19_02_02_02_dogs-sitting_negative.wav,negative
1204,data/training\Actor_19\19_02_02_02_kids-talking_negative.wav,negative
1205,data/training\Actor_19\836_19_01_01_01_dogs-sitting_negative.wav,negative
1206,data/training\Actor_19\837_19_01_01_01_dogs-sitting_negative.wav,negative
1207,data/training\Actor_19\839_19_01_01_01_dogs-sitting_negative.wav,negative
1208,data/training\Actor_19\841_19_01_01_01_kids-talking_negative.wav,negative
1209,data/training\Actor_19\842_19_01_01_01_kids-talking_negative.wav,negative
1210,data/training\Actor_19\844_19_01_01_01_kids-talking_negative.wav,negative
1211,data/training\Actor_19\845_19_01_01_02_dogs-sitting_negative.wav,negative
1212,data/training\Actor_19\846_19_01_01_02_dogs-sitting_negative.wav,negative
1213,data/training\Actor_19\848_19_01_01_02_dogs-sitting_negative.wav,negative
1214,data/training\Actor_19\849_19_01_01_02_kids-talking_negative.wav,negative
1215,data/training\Actor_19\850_19_01_01_02_kids-talking_negative.wav,negative
1216,data/training\Actor_19\852_19_01_01_02_kids-talking_negative.wav,negative
1217,data/training\Actor_19\853_19_01_02_01_dogs-sitting_negative.wav,negative
1218,data/training\Actor_19\854_19_01_02_01_dogs-sitting_negative.wav,negative
1219,data/training\Actor_19\856_19_01_02_01_dogs-sitting_negative.wav,negative
1220,data/training\Actor_19\857_19_01_02_01_kids-talking_negative.wav,negative
1221,data/training\Actor_19\858_19_01_02_01_kids-talking_negative.wav,negative
1222,data/training\Actor_19\860_19_01_02_01_kids-talking_negative.wav,negative
1223,data/training\Actor_19\861_19_01_02_02_dogs-sitting_negative.wav,negative
1224,data/training\Actor_19\862_19_01_02_02_dogs-sitting_negative.wav,negative
1225,data/training\Actor_19\864_19_01_02_02_dogs-sitting_negative.wav,negative
1226,data/training\Actor_19\865_19_01_02_02_kids-talking_negative.wav,negative
1227,data/training\Actor_19\866_19_01_02_02_kids-talking_negative.wav,negative
1228,data/training\Actor_19\868_19_01_02_02_kids-talking_negative.wav,negative
1229,data/training\Actor_19\869_19_02_01_01_dogs-sitting_negative.wav,negative
1230,data/training\Actor_19\870_19_02_01_01_dogs-sitting_negative.wav,negative
1231,data/training\Actor_19\871_19_02_01_01_kids-talking_negative.wav,negative
1232,data/training\Actor_19\872_19_02_01_01_kids-talking_negative.wav,negative
1233,data/training\Actor_19\873_19_02_01_02_dogs-sitting_negative.wav,negative
1234,data/training\Actor_19\874_19_02_01_02_dogs-sitting_negative.wav,negative
1235,data/training\Actor_19\876_19_02_01_02_kids-talking_negative.wav,negative
1236,data/training\Actor_19\877_19_02_01_02_kids-talking_negative.wav,negative
1237,data/training\Actor_19\879_19_02_02_01_dogs-sitting_negative.wav,negative
1238,data/training\Actor_19\880_19_02_02_01_dogs-sitting_negative.wav,negative
1239,data/training\Actor_19\881_19_02_02_01_kids-talking_negative.wav,negative
1240,data/training\Actor_19\882_19_02_02_01_kids-talking_negative.wav,negative
1241,data/training\Actor_19\883_19_02_02_02_dogs-sitting_negative.wav,negative
1242,data/training\Actor_19\884_19_02_02_02_dogs-sitting_negative.wav,negative
1243,data/training\Actor_19\885_19_02_02_02_kids-talking_negative.wav,negative
1244,data/training\Actor_19\886_19_02_02_02_kids-talking_negative.wav,negative
1245,data/training\Actor_20\03-02-04-01-01-01-20_negative.wav,negative
1246,data/training\Actor_20\03-02-04-01-01-02-20_negative.wav,negative
1247,data/training\Actor_20\03-02-04-01-02-01-20_negative.wav,negative
1248,data/training\Actor_20\03-02-04-01-02-02-20_negative.wav,negative
1249,data/training\Actor_20\03-02-04-02-01-01-20_negative.wav,negative
1250,data/training\Actor_20\03-02-04-02-01-02-20_negative.wav,negative
